storm_id,datetime,lat,lon,wind,pressure,year,dlat,dlon
AL011929,1929-06-28 18:00:00,27.8,-96.0,80.0,982.0,1929,0.8000000000000007,-0.7000000000000028
AL011929,1929-06-28 21:00:00,28.3,-96.4,80.0,982.0,1929,0.5,-0.4000000000000057
AL011929,1929-06-29 00:00:00,28.8,-97.1,65.0,985.0,1929,0.5,-0.6999999999999886
AL011929,1929-06-30 00:00:00,31.8,-106.5,40.0,1008.0,1929,1.0,-3.0
AL011933,1933-05-16 00:00:00,22.2,-87.3,45.0,1001.0,1933,2.0,-1.2999999999999972
AL011934,1934-06-13 12:00:00,21.7,-92.5,80.0,978.0,1934,0.1999999999999993,0.20000000000000284
AL011934,1934-06-16 18:00:00,29.6,-91.7,85.0,966.0,1934,1.3000000000000007,-0.20000000000000284
AL011934,1934-06-16 19:00:00,29.7,-91.7,85.0,966.0,1934,0.09999999999999787,0.0
AL011935,1935-05-15 12:00:00,18.2,-69.5,30.0,1006.0,1935,0.6999999999999993,-0.5
AL011936,1936-06-14 18:00:00,25.4,-85.3,40.0,998.0,1936,0.3999999999999986,0.7000000000000028
AL011936,1936-06-15 12:00:00,25.8,-80.5,40.0,1002.0,1936,-0.09999999999999787,1.2000000000000028
AL011936,1936-06-16 12:00:00,29.5,-70.2,40.0,996.0,1936,1.3999999999999986,2.799999999999997
AL011937,1937-07-31 12:00:00,34.2,-76.5,55.0,997.0,1937,1.1000000000000014,0.9000000000000057
AL011937,1937-07-31 18:00:00,36.0,-74.4,60.0,996.0,1937,1.7999999999999972,2.0999999999999943
AL011941,1941-09-12 06:00:00,28.3,-88.8,40.0,1001.0,1941,0.0,-0.29999999999999716
AL011941,1941-09-13 12:00:00,28.1,-90.2,45.0,1001.0,1941,0.10000000000000142,-0.29999999999999716
AL011941,1941-09-14 06:00:00,28.7,-92.5,40.0,1002.0,1941,0.1999999999999993,-0.9000000000000057
AL011941,1941-09-14 12:00:00,29.1,-93.2,35.0,1004.0,1941,0.40000000000000213,-0.7000000000000028
AL011941,1941-09-15 00:00:00,29.6,-94.0,30.0,1006.0,1941,0.20000000000000284,-0.4000000000000057
AL011941,1941-09-15 06:00:00,29.7,-94.3,30.0,1007.0,1941,0.09999999999999787,-0.29999999999999716
AL011941,1941-09-15 12:00:00,29.8,-94.5,25.0,1007.0,1941,0.10000000000000142,-0.20000000000000284
AL011941,1941-09-15 18:00:00,29.9,-94.9,25.0,1007.0,1941,0.09999999999999787,-0.4000000000000057
AL011941,1941-09-16 00:00:00,29.8,-95.6,25.0,1007.0,1941,-0.09999999999999787,-0.6999999999999886
AL011943,1943-07-27 18:00:00,29.5,-94.6,90.0,967.0,1943,0.3000000000000007,-0.5999999999999943
AL011943,1943-07-28 00:00:00,29.7,-95.1,75.0,975.0,1943,0.1999999999999993,-0.5
AL011949,1949-08-21 18:00:00,23.3,-66.6,70.0,993.0,1949,0.6999999999999993,-1.6999999999999886
AL011949,1949-08-22 12:00:00,25.4,-71.6,80.0,984.0,1949,0.6999999999999993,-1.5999999999999943
AL011949,1949-08-22 18:00:00,26.2,-73.1,85.0,974.0,1949,0.8000000000000007,-1.5
AL011949,1949-08-24 12:00:00,34.3,-76.1,90.0,977.0,1949,1.3999999999999986,0.5
AL011949,1949-08-25 12:00:00,38.2,-61.3,80.0,963.0,1949,0.8000000000000043,6.400000000000006
AL011950,1950-08-13 18:00:00,22.0,-63.2,55.0,997.0,1950,0.6999999999999993,-1.0
AL011950,1950-08-14 00:00:00,22.7,-63.8,60.0,995.0,1950,0.6999999999999993,-0.5999999999999943
AL011950,1950-08-14 12:00:00,23.4,-65.4,60.0,995.0,1950,0.29999999999999716,-0.8000000000000114
AL011950,1950-08-14 18:00:00,23.9,-66.0,65.0,989.0,1950,0.5,-0.5999999999999943
AL011950,1950-08-15 12:00:00,25.2,-66.8,70.0,987.0,1950,0.3999999999999986,-0.29999999999999716
AL011950,1950-08-16 12:00:00,25.5,-69.3,80.0,980.0,1950,-0.1999999999999993,-0.5999999999999943
AL011950,1950-08-17 12:00:00,25.5,-72.6,100.0,962.0,1950,0.10000000000000142,-1.0999999999999943
AL011950,1950-08-18 12:00:00,27.9,-74.9,100.0,958.0,1950,0.5999999999999979,-0.5
AL011950,1950-08-19 12:00:00,30.7,-75.5,105.0,953.0,1950,0.8000000000000007,0.0
AL011953,1953-05-30 18:00:00,20.5,-84.0,40.0,1000.0,1953,0.3000000000000007,-0.29999999999999716
AL011953,1953-05-31 18:00:00,22.2,-84.5,40.0,1003.0,1953,0.3000000000000007,-0.20000000000000284
AL011953,1953-06-01 18:00:00,24.2,-85.4,50.0,997.0,1953,0.3000000000000007,-0.4000000000000057
AL011953,1953-06-02 00:00:00,24.0,-85.2,50.0,996.0,1953,-0.1999999999999993,0.20000000000000284
AL011953,1953-06-02 18:00:00,23.1,-84.3,40.0,999.0,1953,-0.09999999999999787,0.29999999999999716
AL011953,1953-06-06 00:00:00,28.7,-85.8,55.0,994.0,1953,0.6999999999999993,0.0
AL011954,1954-05-28 18:00:00,31.3,-79.3,35.0,1005.0,1954,0.6000000000000014,0.7000000000000028
AL011956,1956-06-13 12:00:00,27.5,-90.9,50.0,1004.0,1956,2.3999999999999986,0.3999999999999915
AL011956,1956-06-14 00:00:00,31.0,-90.6,35.0,1001.0,1956,1.6000000000000014,0.0
AL011956,1956-06-14 12:00:00,33.8,-91.7,25.0,1006.0,1956,1.3999999999999986,-0.7000000000000028
AL011957,1957-06-08 12:00:00,26.5,-87.8,40.0,1002.0,1957,1.5,1.4000000000000057
AL011957,1957-06-09 00:00:00,30.0,-84.3,45.0,1000.0,1957,1.8000000000000007,1.9000000000000057
AL011957,1957-06-09 00:30:00,30.1,-84.2,45.0,1000.0,1957,0.10000000000000142,0.09999999999999432
AL011957,1957-06-09 06:00:00,31.6,-82.3,35.0,1003.0,1957,1.5,1.9000000000000057
AL011957,1957-06-09 12:00:00,32.1,-80.2,35.0,1000.0,1957,0.5,2.0999999999999943
AL011957,1957-06-10 12:00:00,32.8,-72.6,65.0,996.0,1957,0.19999999999999574,1.6000000000000085
AL011959,1959-05-29 12:00:00,27.4,-90.1,45.0,1000.0,1959,0.8999999999999986,-1.0999999999999943
AL011959,1959-05-29 18:00:00,27.7,-91.2,45.0,1002.0,1959,0.3000000000000007,-1.1000000000000085
AL011959,1959-05-30 00:00:00,27.8,-91.8,45.0,1000.0,1959,0.10000000000000142,-0.5999999999999943
AL011959,1959-05-30 06:00:00,28.0,-91.9,45.0,999.0,1959,0.1999999999999993,-0.10000000000000853
AL011959,1959-05-30 12:00:00,28.5,-91.9,50.0,996.0,1959,0.5,0.0
AL011959,1959-05-30 18:00:00,29.2,-91.8,55.0,993.0,1959,0.6999999999999993,0.10000000000000853
AL011960,1960-06-24 06:00:00,27.2,-97.5,45.0,1000.0,1960,0.3000000000000007,-0.09999999999999432
AL011960,1960-06-24 12:00:00,28.2,-97.9,35.0,1002.0,1960,1.0,-0.4000000000000057
AL011960,1960-06-24 18:00:00,29.0,-98.2,30.0,1003.0,1960,0.8000000000000007,-0.29999999999999716
AL011960,1960-06-25 00:00:00,29.2,-98.4,30.0,1004.0,1960,0.1999999999999993,-0.20000000000000284
AL011960,1960-06-25 06:00:00,28.7,-98.5,25.0,1005.0,1960,-0.5,-0.09999999999999432
AL011960,1960-06-25 12:00:00,28.3,-98.4,25.0,1006.0,1960,-0.3999999999999986,0.09999999999999432
AL011960,1960-06-25 18:00:00,28.7,-98.2,25.0,1006.0,1960,0.3999999999999986,0.20000000000000284
AL011960,1960-06-26 00:00:00,29.2,-97.7,25.0,1005.0,1960,0.5,0.5
AL011960,1960-06-26 06:00:00,30.0,-97.2,25.0,1006.0,1960,0.8000000000000007,0.5
AL011960,1960-06-26 12:00:00,31.1,-96.9,25.0,1007.0,1960,1.1000000000000014,0.29999999999999716
AL011960,1960-06-26 18:00:00,32.3,-96.5,25.0,1008.0,1960,1.1999999999999957,0.4000000000000057
AL011960,1960-06-27 00:00:00,33.4,-96.1,20.0,1008.0,1960,1.1000000000000014,0.4000000000000057
AL011960,1960-06-27 06:00:00,34.7,-95.0,20.0,1009.0,1960,1.3000000000000043,1.0999999999999943
AL011960,1960-06-27 12:00:00,36.0,-93.8,20.0,1010.0,1960,1.2999999999999972,1.2000000000000028
AL011960,1960-06-27 18:00:00,37.1,-92.7,20.0,1011.0,1960,1.1000000000000014,1.0999999999999943
AL011960,1960-06-28 00:00:00,37.6,-91.7,20.0,1011.0,1960,0.5,1.0
AL011960,1960-06-28 06:00:00,38.0,-90.5,20.0,1012.0,1960,0.3999999999999986,1.2000000000000028
AL011960,1960-06-28 12:00:00,38.5,-89.0,20.0,1013.0,1960,0.5,1.5
AL011961,1961-07-20 18:00:00,12.4,-65.6,65.0,999.0,1961,0.5,-1.7999999999999972
AL011961,1961-07-21 00:00:00,12.9,-67.5,65.0,1002.0,1961,0.5,-1.9000000000000057
AL011961,1961-07-21 06:00:00,13.2,-69.5,75.0,992.0,1961,0.29999999999999893,-2.0
AL011961,1961-07-21 12:00:00,13.4,-71.3,80.0,980.0,1961,0.20000000000000107,-1.7999999999999972
AL011961,1961-07-21 18:00:00,13.6,-73.1,80.0,981.0,1961,0.1999999999999993,-1.7999999999999972
AL011961,1961-07-22 00:00:00,13.7,-74.8,80.0,984.0,1961,0.09999999999999964,-1.7000000000000028
AL011961,1961-07-22 06:00:00,14.0,-76.5,80.0,983.0,1961,0.3000000000000007,-1.7000000000000028
AL011961,1961-07-22 12:00:00,14.5,-78.2,90.0,976.0,1961,0.5,-1.7000000000000028
AL011961,1961-07-23 00:00:00,15.2,-81.4,70.0,990.0,1961,0.09999999999999964,-1.5
AL011961,1961-07-23 12:00:00,15.8,-84.3,70.0,992.0,1961,0.5,-1.3999999999999915
AL011961,1961-07-23 18:00:00,16.1,-85.7,80.0,981.0,1961,0.3000000000000007,-1.4000000000000057
AL011961,1961-07-24 00:00:00,16.1,-86.7,75.0,989.0,1961,0.0,-1.0
AL011961,1961-07-24 01:00:00,16.1,-86.9,75.0,989.0,1961,0.0,-0.20000000000000284
AL011962,1962-08-27 06:00:00,29.2,-80.2,35.0,1007.0,1962,1.3000000000000007,0.09999999999999432
AL011962,1962-08-27 18:00:00,31.5,-78.8,45.0,1002.0,1962,1.1000000000000014,0.9000000000000057
AL011962,1962-08-28 00:00:00,32.6,-77.7,45.0,1002.0,1962,1.1000000000000014,1.0999999999999943
AL011962,1962-08-28 06:00:00,33.8,-76.6,55.0,1000.0,1962,1.1999999999999957,1.1000000000000085
AL011962,1962-08-28 18:00:00,36.9,-73.5,75.0,990.0,1962,1.6999999999999957,1.7999999999999972
AL011962,1962-08-29 00:00:00,38.7,-71.7,75.0,988.0,1962,1.8000000000000043,1.7999999999999972
AL011962,1962-08-29 12:00:00,41.0,-69.4,70.0,990.0,1962,0.8999999999999986,0.7999999999999972
AL011962,1962-08-29 18:00:00,41.5,-68.7,65.0,984.0,1962,0.5,0.7000000000000028
AL011963,1963-08-02 18:00:00,14.3,-49.9,60.0,987.0,1963,1.0,-1.1999999999999957
AL011963,1963-08-03 00:00:00,14.9,-51.1,55.0,996.0,1963,0.5999999999999996,-1.2000000000000028
AL011963,1963-08-03 12:00:00,15.5,-53.9,45.0,1000.0,1963,0.3000000000000007,-1.5
AL011963,1963-08-04 12:00:00,17.9,-59.4,35.0,1005.0,1963,0.8999999999999986,-1.3999999999999986
AL011963,1963-08-05 12:00:00,21.4,-64.2,25.0,1009.0,1963,0.6999999999999993,-1.0
AL011963,1963-08-06 12:00:00,24.0,-68.0,25.0,1012.0,1963,0.5,-0.9000000000000057
AL011963,1963-08-08 12:00:00,28.3,-69.9,65.0,992.0,1963,0.40000000000000213,0.3999999999999915
AL011963,1963-08-08 18:00:00,28.7,-69.3,75.0,981.0,1963,0.3999999999999986,0.6000000000000085
AL011963,1963-08-09 12:00:00,31.3,-66.2,90.0,979.0,1963,1.3000000000000007,1.3999999999999915
AL011963,1963-08-09 15:30:00,32.3,-64.8,95.0,975.0,1963,0.9999999999999964,1.4000000000000057
AL011963,1963-08-09 18:00:00,32.8,-64.0,100.0,970.0,1963,0.5,0.7999999999999972
AL011963,1963-08-10 00:00:00,34.7,-61.5,100.0,969.0,1963,1.9000000000000057,2.5
AL011963,1963-08-10 12:00:00,38.2,-56.3,85.0,985.0,1963,1.8000000000000043,2.700000000000003
AL011964,1964-06-05 00:00:00,21.2,-86.8,30.0,1007.0,1964,0.5,0.0
AL011964,1964-06-08 06:00:00,33.0,-75.1,40.0,1002.0,1964,0.10000000000000142,1.4000000000000057
AL011964,1964-06-08 18:00:00,34.2,-71.3,45.0,1000.0,1964,0.9000000000000057,1.9000000000000057
AL011964,1964-06-09 12:00:00,36.1,-63.4,55.0,992.0,1964,0.3999999999999986,2.1000000000000014
AL011964,1964-06-11 00:00:00,37.0,-57.8,45.0,997.0,1964,0.7999999999999972,0.7000000000000028
AL011964,1964-06-11 06:00:00,38.0,-57.2,40.0,1001.0,1964,1.0,0.5999999999999943
AL011965,1965-06-15 00:00:00,28.0,-89.5,45.0,1005.0,1965,0.8999999999999986,0.7000000000000028
AL011965,1965-06-15 06:00:00,29.3,-88.2,50.0,1006.0,1965,1.3000000000000007,1.2999999999999972
AL011965,1965-06-15 11:00:00,30.4,-86.9,50.0,1007.0,1965,1.0999999999999979,1.2999999999999972
AL011965,1965-06-15 12:00:00,30.7,-86.5,50.0,1007.0,1965,0.3000000000000007,0.4000000000000057
AL011966,1966-06-05 12:00:00,16.3,-84.8,30.0,1006.0,1966,0.1999999999999993,0.0
AL011966,1966-06-06 06:00:00,17.6,-84.4,40.0,1000.0,1966,0.3000000000000007,0.19999999999998863
AL011966,1966-06-06 12:00:00,18.0,-84.2,50.0,996.0,1966,0.3999999999999986,0.20000000000000284
AL011966,1966-06-06 18:00:00,18.5,-84.1,65.0,990.0,1966,0.5,0.10000000000000853
AL011966,1966-06-07 00:00:00,18.8,-84.0,65.0,990.0,1966,0.3000000000000007,0.09999999999999432
AL011966,1966-06-07 06:00:00,19.0,-83.9,65.0,986.0,1966,0.1999999999999993,0.09999999999999432
AL011966,1966-06-07 12:00:00,19.3,-83.9,70.0,983.0,1966,0.3000000000000007,0.0
AL011966,1966-06-08 00:00:00,20.1,-83.5,80.0,976.0,1966,0.5,0.29999999999999716
AL011966,1966-06-08 18:00:00,24.4,-82.7,100.0,970.0,1966,1.6999999999999993,0.0
AL011966,1966-06-09 00:00:00,26.0,-82.8,90.0,974.0,1966,1.6000000000000014,-0.09999999999999432
AL011966,1966-06-09 12:00:00,28.8,-84.3,90.0,970.0,1966,1.3000000000000007,-0.8999999999999915
AL011966,1966-06-09 18:00:00,29.6,-84.5,75.0,981.0,1966,0.8000000000000007,-0.20000000000000284
AL011966,1966-06-09 21:00:00,30.1,-84.2,75.0,977.0,1966,0.5,0.29999999999999716
AL011966,1966-06-10 12:00:00,31.7,-82.0,40.0,995.0,1966,0.5999999999999979,1.0
AL011966,1966-06-10 18:00:00,32.2,-80.9,40.0,998.0,1966,0.5000000000000036,1.0999999999999943
AL011966,1966-06-11 00:00:00,32.6,-79.6,50.0,997.0,1966,0.3999999999999986,1.3000000000000114
AL011966,1966-06-11 12:00:00,33.7,-76.7,65.0,990.0,1966,0.6000000000000014,1.3999999999999915
AL011966,1966-06-12 12:00:00,34.9,-73.3,65.0,994.0,1966,0.6000000000000014,0.20000000000000284
AL011966,1966-06-13 18:00:00,38.2,-72.9,45.0,1002.0,1966,0.6000000000000014,0.5999999999999943
AL011967,1967-06-11 00:00:00,17.6,-85.0,25.0,1004.0,1967,0.3000000000000007,0.0
AL011967,1967-06-11 12:00:00,18.1,-85.3,25.0,1004.0,1967,0.20000000000000284,-0.20000000000000284
AL011968,1968-06-02 00:00:00,18.5,-85.8,30.0,1005.0,1968,0.6999999999999993,-0.09999999999999432
AL011968,1968-06-02 18:00:00,21.4,-84.8,40.0,1002.0,1968,0.8999999999999986,0.5
AL011968,1968-06-02 23:00:00,21.9,-84.5,45.0,997.0,1968,0.5,0.29999999999999716
AL011968,1968-06-03 00:00:00,22.1,-84.4,45.0,997.0,1968,0.20000000000000284,0.09999999999999432
AL011968,1968-06-03 06:00:00,23.0,-84.0,45.0,999.0,1968,0.8999999999999986,0.4000000000000057
AL011968,1968-06-03 12:00:00,24.0,-83.7,45.0,999.0,1968,1.0,0.29999999999999716
AL011968,1968-06-03 18:00:00,24.5,-83.6,45.0,997.0,1968,0.5,0.10000000000000853
AL011968,1968-06-04 00:00:00,25.0,-83.4,50.0,994.0,1968,0.5,0.19999999999998863
AL011968,1968-06-04 06:00:00,25.8,-82.9,55.0,993.0,1968,0.8000000000000007,0.5
AL011968,1968-06-04 12:00:00,26.7,-82.3,55.0,992.0,1968,0.8999999999999986,0.6000000000000085
AL011968,1968-06-05 18:00:00,28.2,-80.2,65.0,994.0,1968,0.0,0.29999999999999716
AL011968,1968-06-06 12:00:00,29.2,-80.8,60.0,992.0,1968,0.5999999999999979,-0.3999999999999915
AL011968,1968-06-07 00:00:00,30.6,-81.5,50.0,997.0,1968,0.20000000000000284,-0.09999999999999432
AL011968,1968-06-07 06:00:00,31.4,-81.8,40.0,999.0,1968,0.7999999999999972,-0.29999999999999716
AL011968,1968-06-07 12:00:00,32.0,-82.0,35.0,1002.0,1968,0.6000000000000014,-0.20000000000000284
AL011968,1968-06-07 18:00:00,32.6,-82.1,30.0,1003.0,1968,0.6000000000000014,-0.09999999999999432
AL011970,1970-05-19 12:00:00,14.0,-81.9,25.0,1005.0,1970,0.5,-0.4000000000000057
AL011970,1970-05-20 18:00:00,17.4,-81.4,65.0,993.0,1970,0.5,0.29999999999999716
AL011970,1970-05-21 12:00:00,18.5,-80.2,45.0,1002.0,1970,0.3000000000000007,0.3999999999999915
AL011970,1970-05-21 18:00:00,19.0,-80.0,45.0,1003.0,1970,0.5,0.20000000000000284
AL011970,1970-05-22 00:00:00,19.5,-80.1,45.0,1004.0,1970,0.5,-0.09999999999999432
AL011970,1970-05-22 06:00:00,19.3,-80.6,40.0,1005.0,1970,-0.1999999999999993,-0.5
AL011970,1970-05-22 12:00:00,19.1,-81.1,35.0,1007.0,1970,-0.1999999999999993,-0.5
AL011970,1970-05-24 06:00:00,23.9,-84.3,30.0,1008.0,1970,1.0,0.20000000000000284
AL011970,1970-05-24 12:00:00,24.9,-84.1,30.0,1008.0,1970,1.0,0.20000000000000284
AL011970,1970-05-25 18:00:00,31.8,-81.6,35.0,1003.0,1970,1.0,0.6000000000000085
AL011970,1970-05-27 00:00:00,36.5,-77.0,35.0,1003.0,1970,0.7999999999999972,1.7000000000000028
AL011971,1971-07-05 18:00:00,36.7,-72.9,45.0,1001.0,1971,0.8000000000000043,0.7999999999999972
AL011971,1971-07-06 12:00:00,39.6,-68.3,50.0,1003.0,1971,1.1000000000000014,1.7999999999999972
AL011971,1971-07-06 18:00:00,40.7,-65.9,55.0,1000.0,1971,1.1000000000000014,2.3999999999999915
AL011971,1971-07-07 00:00:00,41.8,-63.0,50.0,1000.0,1971,1.0999999999999943,2.9000000000000057
AL011971,1971-07-07 06:00:00,43.1,-59.5,45.0,1002.0,1971,1.3000000000000043,3.5
AL011972,1972-05-24 06:00:00,32.2,-76.6,30.0,1003.0,1972,0.5000000000000036,0.4000000000000057
AL011972,1972-05-25 00:00:00,34.0,-75.4,30.0,1004.0,1972,0.5,0.29999999999999716
AL011972,1972-05-26 12:00:00,31.6,-75.7,60.0,1001.0,1972,-0.8999999999999986,-1.1000000000000085
AL011972,1972-05-27 18:00:00,30.8,-80.1,50.0,991.0,1972,0.1999999999999993,-1.6999999999999886
AL011972,1972-05-28 06:00:00,30.5,-83.0,30.0,1011.0,1972,-0.5,-1.2999999999999972
AL011972,1972-05-28 12:00:00,29.8,-84.0,30.0,1012.0,1972,-0.6999999999999993,-1.0
AL011972,1972-05-28 18:00:00,29.2,-84.7,30.0,1013.0,1972,-0.6000000000000014,-0.7000000000000028
AL011972,1972-05-29 12:00:00,27.8,-85.5,25.0,1013.0,1972,-0.5999999999999979,-0.29999999999999716
AL011976,1976-05-21 18:00:00,24.8,-89.6,20.0,1009.0,1976,0.8000000000000007,-0.5999999999999943
AL011976,1976-05-22 00:00:00,25.4,-90.0,25.0,1006.0,1976,0.5999999999999979,-0.4000000000000057
AL011976,1976-05-22 06:00:00,26.0,-90.5,25.0,1005.0,1976,0.6000000000000014,-0.5
AL011976,1976-05-22 12:00:00,27.0,-90.8,30.0,1004.0,1976,1.0,-0.29999999999999716
AL011976,1976-05-22 18:00:00,26.5,-90.5,30.0,1002.0,1976,-0.5,0.29999999999999716
AL011976,1976-05-23 00:00:00,26.3,-89.0,35.0,1001.0,1976,-0.1999999999999993,1.5
AL011976,1976-05-23 06:00:00,27.0,-88.0,35.0,999.0,1976,0.6999999999999993,1.0
AL011976,1976-05-23 12:00:00,28.5,-86.0,40.0,998.0,1976,1.5,2.0
AL011976,1976-05-23 18:00:00,29.8,-84.0,40.0,998.0,1976,1.3000000000000007,2.0
AL011976,1976-05-24 00:00:00,31.0,-82.0,40.0,998.0,1976,1.1999999999999993,2.0
AL011976,1976-05-24 06:00:00,31.8,-80.0,40.0,998.0,1976,0.8000000000000007,2.0
AL011976,1976-05-24 12:00:00,32.8,-78.0,45.0,996.0,1976,0.9999999999999964,2.0
AL011976,1976-05-24 18:00:00,33.5,-76.0,45.0,994.0,1976,0.7000000000000028,2.0
AL011976,1976-05-25 00:00:00,34.0,-74.0,45.0,994.0,1976,0.5,2.0
AL011976,1976-05-25 06:00:00,34.8,-72.0,45.0,996.0,1976,0.7999999999999972,2.0
AL011976,1976-05-25 12:00:00,35.5,-69.5,40.0,998.0,1976,0.7000000000000028,2.5
AL011976,1976-05-25 18:00:00,36.0,-67.0,40.0,998.0,1976,0.5,2.5
AL011978,1978-01-19 12:00:00,23.5,-47.6,35.0,1008.0,1978,0.1999999999999993,-0.8999999999999986
AL011978,1978-01-20 00:00:00,24.0,-49.5,35.0,1005.0,1978,0.1999999999999993,-1.2000000000000028
AL011978,1978-01-20 12:00:00,23.3,-52.0,40.0,1002.0,1978,-0.5999999999999979,-1.5
AL011978,1978-01-21 18:00:00,22.4,-58.8,40.0,1003.0,1978,-0.20000000000000284,-1.5
AL011978,1978-01-22 18:00:00,21.0,-62.9,25.0,1010.0,1978,-0.3999999999999986,-1.1000000000000014
AL011982,1982-06-02 18:00:00,22.2,-86.5,25.0,1004.0,1982,0.5,0.5999999999999943
AL011982,1982-06-03 00:00:00,22.6,-85.8,30.0,1003.0,1982,0.40000000000000213,0.7000000000000028
AL011982,1982-06-03 06:00:00,22.8,-85.0,40.0,1001.0,1982,0.1999999999999993,0.7999999999999972
AL011982,1982-06-03 12:00:00,23.2,-84.2,50.0,995.0,1982,0.3999999999999986,0.7999999999999972
AL011982,1982-06-03 18:00:00,24.0,-83.6,75.0,985.0,1982,0.8000000000000007,0.6000000000000085
AL011982,1982-06-04 00:00:00,24.8,-83.4,65.0,992.0,1982,0.8000000000000007,0.19999999999998863
AL011982,1982-06-04 06:00:00,24.9,-84.1,55.0,998.0,1982,0.09999999999999787,-0.6999999999999886
AL011982,1982-06-04 12:00:00,24.9,-84.8,45.0,1002.0,1982,0.0,-0.7000000000000028
AL011982,1982-06-04 18:00:00,25.0,-84.2,40.0,1005.0,1982,0.10000000000000142,0.5999999999999943
AL011982,1982-06-05 00:00:00,25.1,-84.1,30.0,1007.0,1982,0.10000000000000142,0.10000000000000853
AL011982,1982-06-05 06:00:00,25.2,-84.0,25.0,1008.0,1982,0.09999999999999787,0.09999999999999432
AL011982,1982-06-05 12:00:00,25.3,-83.9,25.0,1009.0,1982,0.10000000000000142,0.09999999999999432
AL011982,1982-06-05 18:00:00,25.4,-83.6,25.0,1010.0,1982,0.09999999999999787,0.30000000000001137
AL011982,1982-06-06 00:00:00,25.5,-83.3,25.0,1010.0,1982,0.10000000000000142,0.29999999999999716
AL011982,1982-06-06 06:00:00,25.5,-83.0,25.0,1010.0,1982,0.0,0.29999999999999716
AL011982,1982-06-06 12:00:00,25.5,-82.6,20.0,1010.0,1982,0.0,0.4000000000000057
AL011985,1985-07-16 00:00:00,29.7,-64.9,30.0,1011.0,1985,0.3000000000000007,-0.7000000000000028
AL011985,1985-07-16 06:00:00,30.1,-65.5,30.0,1011.0,1985,0.40000000000000213,-0.5999999999999943
AL011985,1985-07-16 12:00:00,30.6,-66.1,30.0,1010.0,1985,0.5,-0.5999999999999943
AL011985,1985-07-16 18:00:00,31.3,-66.6,35.0,1009.0,1985,0.6999999999999993,-0.5
